shipment number,tndr_first_tender_fg,tndr_carrier_type_cd,award_target_share_percent,tndr_target_share_percent,distribution_channel_desc,shp_type_indicator_fg,transport_group_cd,award_carrier_cd,carrier_type_cd,carrier_type_desc,shipping_condition_cd,preceding_document_category_cd,transport_lane,source_zip_cd,destination_zip_cd,transport_region,temp_condition_cd,temp_channel_cd,fiscal_month_desc,data_flag,hit_or_miss
71902482,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-KC To SP-RO,US-MO-64120,US-TX-76262,DRY WEST,D,D,Apr,train,0
71902483,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-KC To SP-RO,US-MO-64120,US-TX-76262,DRY WEST,D,D,Apr,train,0
71902538,N,B,0,30,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-KA To 0011290800,US-MI-49048,US-WI-53716,TEMP WEST,R,R,Apr,train,0
71902560,Y,N,0,0,Intercomp/Interplnt,O,NTC,GMDR,N,Non-Primary,40,V,SP-KC To SP-RO,US-MO-64120,US-TX-76262,DRY WEST,D,D,Apr,train,0
71902681,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-YV To SP-WL,US-PA-16441,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71902739,N,B,0,100,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,I,SP-V3 To SP-EY,US-OH-43207,US-OH-44256,TEMP EAST,F,F,Apr,train,0
71902747,Y,N,0,0,Export,O,TC,QXWP,N,Non-Primary,40,C,SP-K8 To 0060042020,US-TN-37127,US-FL-33126,TEMP EAST,R,R,Apr,train,0
71902781,Y,N,0,0,Intercomp/Interplnt,O,NTC,VQVH,N,Non-Primary,40,V,SP-7004 To SP-WL,US-MI-49505,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71902807,Y,N,0,0,Intercomp/Interplnt,O,NTC,BPNK,N,Non-Primary,60,V,SP-CE To SP-FE,US-GA-30014,US-IN-46809,DRY SOUTHEAST,D,D,Apr,train,0
71902860,Y,N,0,0,Firesale/Misc.,O,TC,RTQT,N,Non-Primary,41,C,SP-X8 To 0048017523,US-MO-64836,US-GA-30519,TEMP WEST,F,F,Apr,train,0
71902939,N,B,0,0,Intercomp/Interplnt,O,NTC,BPNK,B,Broadcast,60,V,SP-B8 To SP-SG,US-MN-55418,US-GA-30025,DRY MIDWEST,D,D,Apr,train,0
71902941,N,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-BU To SP-7192,US-NY-14203,US-IL-61008,DRY NORTHEAST,D,D,Apr,train,0
71902993,Y,N,0,0,Intercomp/Interplnt,O,NTC,FWUK,N,Non-Primary,40,V,SP-CA To SP-FE,US-IL-60446,US-IN-46809,DRY MIDWEST,D,D,Apr,train,0
71902994,Y,N,0,0,Intercomp/Interplnt,O,NTC,FWUK,N,Non-Primary,40,I,SP-B8 To SP-39,US-MN-55418,US-MO-63401,DRY MIDWEST,D,D,Apr,train,0
71902995,Y,N,0,0,Intercomp/Interplnt,O,NTC,FWUK,N,Non-Primary,40,V,SP-Y4 To SP-CM,US-OH-44830,US-MN-55317,DRY NORTHEAST,D,D,Apr,train,0
71902996,Y,N,0,0,NULL,I,NTC,UAFL,N,Non-Primary,41,V,V-00509610 To SP-TQ,US-NY-14606,CA-ON-M1L 3,CANADA,D,D,Apr,train,0
71902997,Y,N,0,0,NULL,I,NTC,UAFL,N,Non-Primary,41,V,V-00509610 To SP-TQ,US-NY-14606,CA-ON-M1L 3,CANADA,D,D,Apr,train,0
71903007,Y,N,0,0,Intercomp/Interplnt,O,NTC,BPNK,N,Non-Primary,60,V,SP-EH To SP-FE,MX-GT-36680,US-IN-46809,MEXICO,D,D,Apr,train,0
71903008,Y,N,0,0,Intercomp/Interplnt,O,NTC,BPNK,N,Non-Primary,60,V,SP-EH To SP-DC,MX-GT-36680,US-CA-92571,MEXICO,D,D,Apr,train,0
71903009,Y,N,0,0,Intercomp/Interplnt,O,NTC,BPNK,N,Non-Primary,60,V,SP-EH To SP-WL,MX-GT-36680,US-IL-60481,MEXICO,D,D,Apr,train,0
71903013,N,N,0,0,Food Service,O,NTC,FIKA,N,Non-Primary,40,C,SP-VN To 0020139400,US-CA-90058,US-CA-91752,DRY WEST,D,D,Apr,train,0
71903057,N,N,0,0,Intercomp/Interplnt,O,NTC,LROI,N,Non-Primary,60,V,SP-BU To SP-7192,US-NY-14203,US-IL-61008,DRY NORTHEAST,D,D,Apr,train,0
71903072,N,B,0,10,Intercomp/Interplnt,O,NTC,ZPEC,B,Broadcast,40,V,SP-J9 To SP-FE,US-MI-49512,US-IN-46809,DRY NORTHEAST,D,D,Apr,train,0
71903090,Y,N,0,0,Intercomp/Interplnt,O,NTC,WREC,N,Non-Primary,40,V,SP-KC To SP-WL,US-MO-64120,US-IL-60481,DRY WEST,D,D,Apr,train,0
71903091,Y,N,0,0,Intercomp/Interplnt,O,NTC,WREC,N,Non-Primary,40,V,SP-KC To SP-WL,US-MO-64120,US-IL-60481,DRY WEST,D,D,Apr,train,0
71903093,Y,N,0,0,Intercomp/Interplnt,O,NTC,WREC,N,Non-Primary,40,V,SP-KC To SP-WL,US-MO-64120,US-IL-60481,DRY WEST,D,D,Apr,train,0
71903096,Y,N,0,0,Intercomp/Interplnt,O,NTC,WREC,N,Non-Primary,40,V,SP-KC To SP-WL,US-MO-64120,US-IL-60481,DRY WEST,D,D,Apr,train,0
71903098,Y,N,0,0,Intercomp/Interplnt,O,NTC,WREC,N,Non-Primary,40,V,SP-KC To SP-WL,US-MO-64120,US-IL-60481,DRY WEST,D,D,Apr,train,0
71903110,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0011317200,US-IN-46809,US-IA-50021,DRY NORTHEAST,D,D,Apr,train,0
71903114,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-Y4 To SP-S3,US-OH-44830,US-NY-14218,DRY NORTHEAST,D,D,Apr,train,0
71903150,Y,N,0,0,NULL,I,NTC,FWUK,N,Non-Primary,40,V,V-00510185 To SP-MM,US-PA-17331,US-IL-60538,DRY MIDWEST,D,D,Apr,train,0
71903202,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZKPQ,N,Non-Primary,40,V,SP-H7 To SP-FE,US-MO-63401,US-IN-46809,DRY SOUTHEAST,D,D,Apr,train,0
71903208,N,B,0,0,Retail,O,NTC,YFVO,B,Broadcast,40,C,SP-RO To 0011356500,US-TX-76262,US-LA-70810,DRY SOUTHEAST,D,D,Apr,train,0
71903214,N,B,0,0,Retail,O,NTC,FLSZ,B,Broadcast,40,C,SP-H7 To 0060045582,US-MO-63401,US-PA-18017,DRY SOUTHEAST,D,D,Apr,train,0
71903261,Y,N,0,0,Intercomp/Interplnt,O,NTC,VOMK,N,Non-Primary,40,V,SP-OY To SP-WL,CA-QC-H7L 5,US-IL-60481,CANADA,D,D,Apr,train,0
71903274,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-OB To SP-SG,US-IL-61377,US-GA-30025,DRY MIDWEST,D,D,Apr,train,0
71903284,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,Apr,train,0
71903307,Y,N,0,0,Intercomp/Interplnt,O,TC,BHHL,N,Non-Primary,40,V,SP-RB To SP-RJ,US-MI-49512,US-TN-37127,TEMP WEST,R,R,Apr,train,0
71903308,Y,N,0,0,Intercomp/Interplnt,O,TC,BHHL,N,Non-Primary,40,V,SP-RB To SP-K8,US-MI-49512,US-TN-37127,TEMP WEST,R,R,Apr,train,0
71903370,Y,N,0,0,Retail,O,TC,ZPEC,N,Non-Primary,40,C,SP-M1 To 0060037535,US-CA-91752,US-CA-95358,TEMP WEST,F,F,Apr,train,0
71903463,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-V4 To SP-RO,US-TX-76010,US-TX-76262,DRY SOUTHEAST,D,D,Apr,train,0
71903465,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-V4 To SP-RO,US-TX-76010,US-TX-76262,DRY SOUTHEAST,D,D,Apr,train,0
71903466,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-V4 To SP-RO,US-TX-76010,US-TX-76262,DRY SOUTHEAST,D,D,Apr,train,0
71903467,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-Y4 To 0048002448,US-OH-44830,US-PA-15205,DRY NORTHEAST,D,D,Apr,train,0
71903468,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-Y4 To 0048000698,US-OH-44830,US-LA-70121,DRY NORTHEAST,D,D,Apr,train,0
71903469,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-AV To 0060033404,US-IA-50047,US-TN-37090,DRY MIDWEST,D,D,Apr,train,0
71903470,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-S3 To 0019879000,US-NY-14218,US-OH-44087,DRY NORTHEAST,D,D,Apr,train,0
71903504,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-SW To SP-SG,US-NY-14043,US-GA-30025,DRY NORTHEAST,D,D,Apr,train,0
71903527,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0009183900,US-IN-46809,US-KY-40223,DRY NORTHEAST,D,D,Apr,train,0
71903528,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0009182000,US-IN-46809,US-IN-46219,DRY NORTHEAST,D,D,Apr,train,0
71903533,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0060037685,US-IL-61401,US-KS-66609,DRY MIDWEST,D,D,Apr,train,0
71903575,N,B,0,0,Retail,O,TC,CJPF,B,Broadcast,40,C,SP-GE To 0060070494,US-IL-60134,US-OH-45242,TEMP WEST,F,F,Apr,train,0
71903584,Y,N,0,0,NULL,I,NTC,BHHL,N,Non-Primary,40,V,V-00509053 To SP-RS,US-IN-46320,US-MI-49512,DRY NORTHEAST,D,D,Apr,train,0
71903664,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-RO To SP-GB,US-TX-76262,US-IL-61401,DRY SOUTHEAST,D,D,Apr,train,0
71903667,Y,N,0,0,Intercomp/Interplnt,O,NTC,ZKPQ,N,Non-Primary,40,V,SP-H7 To SP-FE,US-MO-63401,US-IN-46809,DRY SOUTHEAST,D,D,Apr,train,0
71903680,N,B,0,0,Intercomp/Interplnt,O,NTC,LLZY,B,Broadcast,40,I,SP-39 To SP-CW,US-MO-63401,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71903720,N,N,0,0,Intercomp/Interplnt,O,NTC,ZPEC,N,Non-Primary,40,V,SP-GS To SP-FE,US-MO-64056,US-IN-46809,DRY WEST,D,D,Apr,train,0
71903742,Y,N,0,0,Intercomp/Interplnt,O,NTC,YQCC,N,Non-Primary,40,V,SP-CW To SP-SG,US-GA-30014,US-GA-30025,DRY SOUTHEAST,D,D,Apr,train,0
71903852,Y,N,0,0,NULL,I,NTC,GMDR,N,Non-Primary,40,V,V-00509610 To SP-TQ,US-NY-14606,CA-ON-M1L 3,CANADA,D,D,Apr,train,0
71904074,N,B,0,0,Food Service,O,NTC,ZPEC,B,Broadcast,40,C,SP-DC To 0010266100,US-CA-92571,US-WA-98499,DRY WEST,D,D,Apr,train,0
71904217,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060032758,US-IN-46809,US-OH-43952,DRY NORTHEAST,D,D,Apr,train,0
71904591,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060036327,US-GA-30025,US-AL-36010,DRY SOUTHEAST,D,D,Apr,train,0
71904651,N,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060032758,US-IN-46809,US-OH-43952,DRY NORTHEAST,D,D,Apr,train,0
71904657,N,N,0,0,Retail,O,NTC,URXX,N,Non-Primary,40,C,SP-DC To 0048004325,US-CA-92571,US-UT-84307,DRY WEST,D,D,Apr,train,0
71904702,N,B,0,100,Retail,O,NTC,KIPZ,B,Broadcast,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,Apr,train,0
71904845,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-7271 To SP-CR,US-MI-49512,US-IA-52404,DRY NORTHEAST,D,D,Apr,train,0
71904847,N,B,0,100,Intercomp/Interplnt,O,NTC,ZPEC,B,Broadcast,40,I,SP-B6 To SP-XL,US-MO-64804,US-KY-40211,DRY SOUTHEAST,D,D,Apr,train,0
71904863,N,N,0,0,NULL,I,NTC,LPUO,N,Non-Primary,43,V,V-00509318 To SP-CW,US-NY-12302,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71904899,N,B,0,0,Intercomp/Interplnt,O,TC,BHHL,B,Broadcast,40,V,SP-RB To SP-RJ,US-MI-49512,US-TN-37127,TEMP WEST,R,R,Apr,train,0
71904919,N,B,0,0,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00509429 To SP-HN,US-MI-49007,US-MO-63401,DRY SOUTHEAST,D,D,Apr,train,0
71904935,N,B,0,100,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-YV To SP-WL,US-PA-16441,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71904961,N,B,0,50,NULL,I,NTC,BUXU,B,Broadcast,40,V,V-00510975 To SP-CE,US-MI-49048,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71905071,N,B,0,0,NULL,I,NTC,ZPEC,B,Broadcast,40,V,V-00508708 To SP-MR,US-KS-66044,US-OH-43314,DRY NORTHEAST,D,D,Apr,train,0
71905076,N,B,0,100,NULL,I,NTC,BHHL,B,Broadcast,40,V,V-00514310 To SP-CF,US-IA-50208,US-IL-61006,DRY MIDWEST,D,D,Apr,train,0
71905131,N,B,0,0,Intercomp/Interplnt,O,NTC,FLSZ,B,Broadcast,40,I,SP-39 To SP-CW,US-MO-63401,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71905182,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-7271 To SP-CR,US-MI-49512,US-IA-52404,TEMP WEST,PH,R,Apr,train,0
71905229,Y,N,0,0,Food Service,O,NTC,UAFL,N,Non-Primary,41,C,0060050969 To SP-S3,US-GA-30024,US-NY-14218,DRY NORTHEAST,D,D,Apr,train,0
71905328,N,N,100,100,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-7257 To SP-FE,US-KY-40210,US-IN-46809,DRY SOUTHEAST,D,D,Apr,train,0
71905434,N,B,0,0,NULL,I,NTC,BUXU,B,Broadcast,40,V,V-00509505 To SP-CW,US-KS-66219,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71905440,Y,N,0,0,NULL,I,NTC,DNNR,N,Non-Primary,40,V,V-00157261 To SP-BV,US-IL-60609,US-IL-61008,DRY MIDWEST,D,D,Apr,train,0
71905501,N,B,0,0,NULL,I,NTC,FLSZ,B,Broadcast,40,V,V-00510975 To SP-AL,US-MI-49048,US-NM-87113,DRY WEST,D,D,Apr,train,0
71905514,N,B,0,100,Retail,O,NTC,KIPZ,B,Broadcast,40,C,SP-ET To 0060070482,CA-ON-L6Y 5,CA-ON-L6Y 0,CANADA,D,D,Apr,train,0
71905593,N,B,0,0,Retail,O,NTC,BUXU,B,Broadcast,40,C,SP-LL To 0014076700,US-WI-53221,US-KS-66106,DRY MIDWEST,D,D,Apr,train,0
71905606,Y,N,0,0,NULL,I,NTC,SSAL,N,Non-Primary,40,V,V-00513445 To SP-HY,US-IL-60431,US-OH-45858,DRY NORTHEAST,D,D,Apr,train,0
71905613,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-7257 To SP-SG,US-KY-40210,US-GA-30025,DRY SOUTHEAST,D,D,Apr,train,0
71905669,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-GB To 0010870700,US-IL-61401,US-CO-80217,DRY MIDWEST,D,D,Apr,train,0
71905979,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0060032758,US-IN-46809,US-OH-43952,DRY NORTHEAST,D,D,Apr,train,0
71906033,N,B,0,0,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-FE To 0014074800,US-IN-46809,US-PA-18517,DRY NORTHEAST,D,D,Apr,train,0
71906155,Y,N,0,0,Export,O,TC,OBEX,N,Non-Primary,40,C,SP-M8 To 0060057536,US-GA-30253,US-TX-78045,TEMP EAST,FH,F,Apr,train,0
71906178,Y,N,0,0,Retail,O,NTC,BHHL,N,Non-Primary,40,C,SP-WL To 0009008500,US-IL-60481,US-IL-61801,DRY MIDWEST,D,D,Apr,train,0
71906180,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-V4 To SP-AI,US-TX-76010,US-TX-78744,DRY SOUTHEAST,D,D,Apr,train,0
71906181,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,I,SP-CA To SP-MR,US-IL-60446,US-OH-43314,DRY MIDWEST,D,D,Apr,train,0
71906182,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-YV To SP-WL,US-PA-16441,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71906183,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-FE To SP-RO,US-IN-46809,US-TX-76262,DRY NORTHEAST,D,D,Apr,train,0
71906184,Y,N,0,0,Intercomp/Interplnt,O,NTC,BHHL,N,Non-Primary,40,V,SP-CA To SP-AB,US-IL-60446,US-GA-30102,DRY MIDWEST,D,D,Apr,train,0
71906217,N,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-7271 To SP-CR,US-MI-49512,US-IA-52404,DRY NORTHEAST,D,D,Apr,train,0
71906239,Y,N,0,0,Food Service,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0060072758,US-IN-46809,US-MI-48180,DRY NORTHEAST,D,D,Apr,train,0
71906259,Y,N,0,0,Retail,O,NTC,MMQA,N,Non-Primary,40,C,SP-ET To 0016538000,CA-ON-L6Y 5,CA-ON-L6T 5,CANADA,D,D,Apr,train,0
71906303,N,B,0,100,NULL,I,NTC,ZPEC,B,Broadcast,40,V,V-00509115 To SP-CR,US-IN-47374,US-IA-52404,DRY MIDWEST,D,D,Apr,train,0
71906368,N,B,0,100,Food Service,O,NTC,ZPEC,B,Broadcast,40,C,SP-GF To 0060029718,US-MT-59401,US-NV-89115,DRY WEST,D,D,Apr,train,0
71906460,Y,N,0,0,Intercomp/Interplnt,O,NTC,HPWY,N,Non-Primary,40,V,SP-J9 To SP-WL,US-MI-49512,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71906546,N,B,0,100,Intercomp/Interplnt,O,NTC,PTVF,B,Broadcast,40,V,SP-AV To SP-MJ,US-IA-50047,US-MO-64120,DRY MIDWEST,D,D,Apr,train,0
71906563,N,B,0,0,Retail,O,NTC,ZPEC,B,Broadcast,40,C,SP-WW To 0015054200,US-IA-52404,US-NJ-08831,DRY MIDWEST,D,D,Apr,train,0
71906569,Y,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0009182000,US-IN-46809,US-IN-46219,DRY NORTHEAST,D,D,Apr,train,0
71906578,Y,N,0,0,NULL,I,NTC,FLSZ,N,Non-Primary,40,V,V-00501917 To SP-MS,US-IA-51640,US-TN-37127,DRY SOUTHEAST,D,D,Apr,train,0
71906697,Y,N,0,0,Intercomp/Interplnt,O,NTC,YFVO,N,Non-Primary,45,I,SP-LL To SP-CW,US-WI-53221,US-GA-30014,DRY MIDWEST,D,D,Apr,train,0
71906704,N,B,0,100,Food Service,O,NTC,ZPEC,B,Broadcast,40,C,SP-GF To 0060044374,US-MT-59401,US-AZ-85282,DRY WEST,D,D,Apr,train,0
71906714,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-PH To SP-CA,US-TN-37921,US-IL-60446,DRY SOUTHEAST,D,D,Apr,train,0
71906715,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-PH To SP-CA,US-TN-37921,US-IL-60446,DRY SOUTHEAST,D,D,Apr,train,0
71906717,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-PH To SP-WL,US-TN-37921,US-IL-60481,DRY SOUTHEAST,D,D,Apr,train,0
71906718,Y,N,0,0,Intercomp/Interplnt,O,NTC,FLSZ,N,Non-Primary,40,V,SP-PH To SP-CA,US-TN-37921,US-IL-60446,DRY SOUTHEAST,D,D,Apr,train,0
71906832,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-CI To SP-WL,US-OH-45241,US-IL-60481,DRY NORTHEAST,D,D,Apr,train,0
71906833,Y,N,0,0,Intercomp/Interplnt,O,NTC,NEPH,N,Non-Primary,40,V,SP-CI To SP-GB,US-OH-45241,US-IL-61401,DRY NORTHEAST,D,D,Apr,train,0
71906869,N,B,0,100,Retail,O,NTC,FWUK,B,Broadcast,40,C,SP-UQ To 0060073525,US-CA-95215,US-CA-94005,DRY WEST,D,D,Apr,train,0
71906894,N,B,0,0,Retail,O,NTC,GMDR,B,Broadcast,40,C,SP-FE To 0060031547,US-IN-46809,US-KY-42240,DRY NORTHEAST,D,D,Apr,train,0
71906899,Y,N,0,0,Retail,O,TC,BHHL,N,Non-Primary,40,C,SP-M1 To 0060034948,US-CA-91752,US-CA-95330,TEMP WEST,F,F,Apr,train,0
71906919,Y,N,0,0,Retail,O,NTC,NUXY,N,Non-Primary,40,C,SP-SG To 0060025839,US-GA-30025,US-FL-34602,DRY SOUTHEAST,D,D,Apr,train,0
71906920,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0019801300,US-IN-46809,US-IA-51401,DRY NORTHEAST,D,D,Apr,train,0
71906921,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-7X To SP-AL,US-IA-50208,US-NM-87113,DRY MIDWEST,D,D,Apr,train,0
71906922,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-7X To SP-BV,US-IA-50208,US-IL-61008,DRY MIDWEST,D,D,Apr,train,0
71906923,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-BU To SP-SG,US-NY-14203,US-GA-30025,DRY NORTHEAST,D,D,Apr,train,0
71906924,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-Y4 To SP-MJ,US-OH-44830,US-MO-64120,DRY NORTHEAST,D,D,Apr,train,0
71906925,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-H7 To SP-X7,US-MO-63401,US-PA-17057,DRY SOUTHEAST,D,D,Apr,train,0
71906926,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,V,SP-V4 To SP-P8,US-TX-76010,US-PA-17078,DRY SOUTHEAST,D,D,Apr,train,0
71906927,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-39 To SP-CE,US-MO-63401,US-GA-30014,DRY SOUTHEAST,D,D,Apr,train,0
71906928,Y,N,0,0,Intercomp/Interplnt,O,NTC,NUXY,N,Non-Primary,40,I,SP-B8 To SP-39,US-MN-55418,US-MO-63401,DRY MIDWEST,D,D,Apr,train,0
71906933,Y,N,0,0,Intercomp/Interplnt,O,NTC,DQIC,N,Non-Primary,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,DRY SOUTHEAST,D,D,Apr,train,0
71906934,Y,N,0,0,Intercomp/Interplnt,O,NTC,DQIC,N,Non-Primary,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,DRY SOUTHEAST,D,D,Apr,train,0
71906935,Y,N,0,0,Intercomp/Interplnt,O,NTC,DQIC,N,Non-Primary,40,V,SP-HN To SP-CC,US-MO-63401,US-IA-52233,DRY SOUTHEAST,D,D,Apr,train,0
71906942,Y,N,0,0,Food Service,O,NTC,NUXY,N,Non-Primary,40,C,SP-FE To 0060024968,US-IN-46809,US-NH-03229,DRY NORTHEAST,D,D,Apr,train,0
71907011,N,B,0,45,Retail,O,TC,BHHL,B,Broadcast,40,C,SP-DH To 0060049419,US-CA-90746,US-CA-92408,TEMP WEST,R,R,Apr,train,0
71907046,N,N,0,0,Retail,O,NTC,AENM,N,Non-Primary,40,C,SP-FE To 0060064163,US-IN-46809,US-KY-41048,DRY NORTHEAST,D,D,Apr,train,0
71907055,N,B,0,0,Retail,O,NTC,FLSZ,B,Broadcast,40,C,SP-SG To 0060030022,US-GA-30025,US-NC-28150,DRY SOUTHEAST,D,D,Apr,train,0
71907090,N,B,0,0,Intercomp/Interplnt,O,NTC,BHHL,B,Broadcast,40,V,SP-CC To SP-WL,US-IA-52233,US-IL-60481,DRY MIDWEST,D,D,Apr,train,0
71907092,N,B,0,100,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-7014 To SP-FE,US-MN-55021,US-IN-46809,DRY MIDWEST,D,D,Apr,train,0
71907107,Y,N,0,0,NULL,I,NTC,SSAL,N,Non-Primary,40,V,V-00510975 To SP-PV,US-MI-49048,US-IL-60134,DRY MIDWEST,D,D,Apr,train,0
71907134,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-B8 To SP-FE,US-MN-55418,US-IN-46809,DRY MIDWEST,D,D,Apr,train,0
71907138,N,N,0,0,Intercomp/Interplnt,O,NTC,NBNP,N,Non-Primary,40,V,SP-B8 To SP-GB,US-MN-55418,US-IL-61401,DRY MIDWEST,D,D,Apr,train,0
71907197,Y,N,0,0,Intercomp/Interplnt,O,NTC,UAFL,N,Non-Primary,40,I,SP-P9 To SP-FE,US-PA-17078,US-IN-46809,DRY NORTHEAST,D,D,Apr,train,0
71907224,N,B,0,0,Food Service,O,NTC,BHHL,B,Broadcast,40,C,SP-Y4 To 0048000722,US-OH-44830,US-OH-43215,DRY NORTHEAST,D,D,Apr,train,0
71907250,N,B,0,0,Intercomp/Interplnt,O,NTC,LROI,B,Broadcast,60,V,SP-B8 To SP-DC,US-MN-55418,US-CA-92571,DRY MIDWEST,D,D,Apr,train,0
71907304,Y,N,0,0,Food Service,O,NTC,OFCN,N,Non-Primary,40,C,SP-GF To 0060072662,US-MT-59401,US-CA-90746,DRY WEST,D,D,Apr,train,0
71907311,N,B,0,70,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-LL To SP-MJ,US-WI-53221,US-MO-64120,DRY MIDWEST,D,D,Apr,train,0
71907312,N,B,0,0,Intercomp/Interplnt,O,NTC,BUXU,B,Broadcast,40,V,SP-LL To SP-MJ,US-WI-53221,US-MO-64120,DRY MIDWEST,D,D,Apr,train,0
